,uoCodigo,uoNome,uoSigla,programaDetalheId,programaCod,deObjetivo,deIndicador,dataIndiceReferencia,formulaCalculo,indiceReferencia,deUnidadeMedida,representacaoUnidMedida,deFonteIndicador,baseGeografica,periodicidade,valorAno1,realizadoAno1,valorAno2,realizadoAno2,valorAno3,realizadoAno3,valorAno4,realizadoAno4,anoAvaliacao,TipoDado,Ano,Quadrimestre
77,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098, Promover o Licenciamento Ambiental no Estado de Rondônia.,Número de Licenças Ambientais Emitidas,2022-12-31T00:00:00,Número de Licenças Ambientais Emitidas no ano.,2568,Unidade,Un,SEDAM/COLMAM,,,2568,,2568,,2568,,2568,,2024,Avaliação Indicador,2024,
78,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098, Promover o Licenciamento Ambiental no Estado de Rondônia.,Número de Pareceres Técnicos de Licenciamento Ambiental Emitidos,2022-12-31T00:00:00,Número de Parecer Técnicos de Licenciamento Ambiental Emitidos emitidos no ano.,3880,Unidade,Un,SEDAM/COLMAM,,,3880,,3880,,3880,,3880,,2024,Avaliação Indicador,2024,
79,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098, Promover o Licenciamento Ambiental no Estado de Rondônia.,Número de Produção Legal de Madeira.,2022-12-31T00:00:00,"Volume de madeira em m3 dos projetos PMFS+PEF+AUMPF+LC , onde: PMFS = Plano de Manejo Florestal Sustentável; PEF = Plano de Exploração Florestal para Uso Alternativo do Solo; AUMPF = Autorizações de Utilização de Matéria-Prima Florestal, e; LC = Projetos de Levantamento Circunstanciado.",1000000,Metro Cúbico,m³,SEDAM/CODEF,,,1050000,,1100000,,1150000,,1200000,,2024,Avaliação Indicador,2024,
80,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098, Promover o Licenciamento Ambiental no Estado de Rondônia.,Quantidade de Área de Vegetação de Suprimida Legalmente.,2022-12-31T00:00:00,"(PEF+ASV) = Área suprimida (ha), onde: PEF = Plano de Exploração Florestal para Uso Alternativo do Solo e ASV = Autorização de Supressão Vegetal.",5000,Hectare,ha,SEDAM/CODEF,,,6000,,6500,,7000,,7500,,2024,Avaliação Indicador,2024,
81,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Alertas Climáticos Emitidos.,2023-08-15T00:00:00,Quantidade de Alertas Climáticos Emitidos no Ano.,2,Unidade,Un,SEDAM/COGEO,,,2,,2,,2,,2,,2024,Avaliação Indicador,2024,
82,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Alertas Hidrológicos Emitidos.,2023-08-15T00:00:00,Quantidade  de Alertas Hidrológicos Emitidos no Ano.,4,Unidade,Un,SEDAM/COGEO,,,4,,4,,4,,4,,2024,Avaliação Indicador,2024,
83,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Alertas Meteorológicos Emitidos.,2022-12-31T00:00:00,Número de Alertas Meteorológicos Emitidos no Ano. ,50,Unidade,Un,SEDAM/COGEO,,,50,,50,,50,,50,,2024,Avaliação Indicador,2024,
84,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Boletins Hidrometeorológicos Mensais Emitidos.,2023-08-15T00:00:00,Quantidade de Boletins Hidrometeorológicos Mensais Emitidos no Ano.,12,Unidade,Un,SEDAM/COGEO,,,12,,12,,12,,12,,2024,Avaliação Indicador,2024,
85,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Boletins Hidrometeorológicos Semanais Emitidos.,2023-08-15T00:00:00,Quantidade de Boletins Hidrometeorológicos Semanais Emitidos no Ano.,137,Unidade,Un,SEDAM/COGEO,,,137,,137,,137,,137,,2024,Avaliação Indicador,2024,
86,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Cartas Imagens Emitidas.,2022-12-31T00:00:00,Quantidade de Cartas Imagens Emitidas no Ano.,1265,Unidade,Un,SEDAM/COGEO,,,1265,,1265,,1265,,1265,,2024,Avaliação Indicador,2024,
87,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Empreendimentos com Atividades Potencialmente Poluidoras Monitorados,2022-12-31T00:00:00,Quantidade de empreendimentos com atividades potencialmente poluidoras monitoradas no ano + Quantidade de empreendimentos com atividades potencialmente poluidoras monitoradas no ano anterior.,180,Unidade,Un,SEDAM/COLMAM,,,185,,191,,197,,203,,2024,Avaliação Indicador,2024,
88,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Laudos de Valoração do Dano Ambiental Emitidos.,2022-12-31T00:00:00,Quantidade de Laudos de Valoração do Dano Ambiental Emitidos no Ano.,96,Unidade,Un,SEDAM/COGEO,,,96,,96,,96,,96,,2024,Avaliação Indicador,2024,
89,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Monitor de Seca Emitidos e Validados.,2022-12-31T00:00:00,Quantidade de Análises e Validações para o Monitor de Seca. Fonte: Agência Nacional de Águas - ANA.,12,Unidade,Un,SEDAM/COGEO,,,12,,12,,12,,12,,2024,Avaliação Indicador,2024,
90,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Vistorias de Monitoramento Florestal Realizadas.,2023-08-11T00:00:00,Quantidade de Vistorias de Monitoramento Florestal Realizadas no Ano.,40,Unidade,Un,SEDAM/CODEF,,,30,,35,,40,,45,,2024,Avaliação Indicador,2024,
91,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,"Reduzir o desmatamento ilegal e os incêndios florestais no território de Rondônia.
 ", Número de Operações de Fiscalização Ambiental Realizadas,2022-12-31T00:00:00,Quantidade de Operações de Fiscalização Ambiental Realizadas no Ano.,29,Unidade,Un,SEDAM/DIREX/GAB ,,,30,,30,,30,,30,,2024,Avaliação Indicador,2024,
92,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,"Reduzir o desmatamento ilegal e os incêndios florestais no território de Rondônia.
 ",Área desmatada no estado de Rondônia.,2022-11-30T00:00:00,"As taxas anuais de desmatamento são estimadas em quilometro quadrado (km2), mensuradas anualmente pelo sistema de alerta de desmatamento DETER-INPE. A meta esperada ao longo do PPA foi definida com base na redução de 25% do índice de referência.",1512,Kilometro,Km,INPE,,,1417,,1322,,1227,,1134,,2024,Avaliação Indicador,2024,
93,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,"Reduzir o desmatamento ilegal e os incêndios florestais no território de Rondônia.
 ",Número de ações preventivas de educação ambiental.,2023-07-31T00:00:00,Número de ações realizadas nas dez microrregiões do estado de Rondônia.,118,Unidade,Un,CEAM/SEDAM,,,265,,270,,275,,280,,2024,Avaliação Indicador,2024,
94,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,"Reduzir o desmatamento ilegal e os incêndios florestais no território de Rondônia.
 ",Número de Áreas Embargadas.,2022-12-31T00:00:00,Quantidade de Áreas Embargadas no Ano.,259,Unidade,Un,SEDAM/DIREX/GAB,,,259,,259,,259,,259,,2024,Avaliação Indicador,2024,
95,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,"Reduzir o desmatamento ilegal e os incêndios florestais no território de Rondônia.
 ",Número de Atendimento de Denúncias Realizados.,2022-12-31T00:00:00,Quantidade de Atendimento de Denúncias Realizados no Ano.,406,Unidade,Un,SEDAM/DIREX/GAB ,,,406,,406,,406,,406,,2024,Avaliação Indicador,2024,
96,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,"Reduzir o desmatamento ilegal e os incêndios florestais no território de Rondônia.
 ",Número de Autos de Infração Emitidos.,2023-08-14T00:00:00,Quantidade de Autos de Infração Emitidos no Ano.,1878,Unidade,Un,SEDAM/DIREX/GAB,,,1878,,1878,,1878,,1878,,2024,Avaliação Indicador,2024,
97,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,"Reduzir o desmatamento ilegal e os incêndios florestais no território de Rondônia.
 ",Número de Boletins Sobre Focos de Calor Emitidos.,2023-08-15T00:00:00,Número de Boletins Sobre Focos de Calor Emitidos no Ano.,52,Unidade,Un,SEDAM/CODEF,,,52,,52,,52,,52,,2024,Avaliação Indicador,2024,
98,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,"Reduzir o desmatamento ilegal e os incêndios florestais no território de Rondônia.
 ",Número de Focos de Calor no território de Rondônia.,2022-12-31T00:00:00,Quantidade de focos de calor no ano. A meta esperada ao longo do PPA foi definida com base na redução de   25% do índice de referência. Fonte: db_queimadas/INPE satélite de referência NPP-375.,78457,Unidade,Un,INPE,,,73553,,68649,,63745,,58843,,2024,Avaliação Indicador,2024,
99,13001,"Secretaria de Estado do Planejamento, Orçamento e Gestão",Sepog,1600,2178,"Elaborar e executar programas de formação inicial, aperfeiçoamento de carreiras desenvolvimento tecnico gerencial e de capacitação permanente de agentes públicos. ",Certificados emitidos,2023-06-30T00:00:00,Soma dos certificados emitidos,0,Unidade,Un,SEPOG-DEDP,Estadual,Anual,12600,7662,12600,,12600,,12600,,2024,Avaliação Indicador,2024,
100,13001,"Secretaria de Estado do Planejamento, Orçamento e Gestão",Sepog,1631,2184,"Subsidiar os órgãos da administração direta estadual com informações, relatórios, instrumentos e apoio técnico.",Instrumentos publicados,2023-07-27T00:00:00,Soma de instrumentos publicados,0,Unidade,Un,SEPOG-CPG,Estadual,Anual,30,44,3,,3,,3,,2024,Avaliação Indicador,2024,
101,13006,Superintendência Estadual de Gestão de Pessoas,Segep,1589,2097,Propiciar as condições administrativas para a execução dos programas e projetos administrativos e da promoção de qualidade de vida e gestão de pessoas do Estado de Rondônia. ,Capacitações contratadas,2024-01-01T00:00:00,Número de capacitações contratadas,10,Unidade,Un,Superintendência Estadual de Gestão de Pessoas,Estadual,Anual,10,1,10,,10,,10,,2024,Avaliação Indicador,2024,
102,14001,Secretaria de Estado de Finanças,Sefin,1555,2007,"Promover o incremento da receita estadual, gerando como resultado uma elevação nos índices de arrecadação e 
contribuindo para o aperfeiçoamento da justiça e educação fiscal",Incremento Percentual na Receita Estadual,2023-07-24T00:00:00,[(Receita Estadual do ano corrente - Receita Estadual do ano anterior) / Receita Estadual do ano anterior] x 100,8.5,Porcentagem,%,CRE - COORDENADORIA DA RECEITA ESTADUAL,Estadual,Anual,8.5,11.95,8.5,,8.5,,8.5,,2024,Avaliação Indicador,2024,
103,14001,Secretaria de Estado de Finanças,Sefin,1583,2008,"""Melhorar no planejamento e transparência da gestão; Oportunizar a prevenção de riscos e distorções na execução do orçamento;
Minimizar riscos ao equilíbrio das contas públicas; Reduzir o déficit primário ou aumentar o superávit primário""
",Percentual do orçamento executado(Liquidado/Empenhado).			,2023-07-25T00:00:00,"Taxa de execução= (Valor Liquidado / Valor Empenhado)*100			
",90.73,Porcentagem,%,SIGEF,Estadual,Anual,92,,95,,95.5,,95.5,,2024,Avaliação Indicador,2024,
104,14011,Fundo para Infraestrutura de Transporte e Habitação,FITHA,1596,2106,"Promover melhoria da infraestrutura de transporte rodoviária através da execução de manutenção e recuperação das rodovias não pavimentadas integrantes do Sistema Rodoviário Estadual – SRE nos termos do Decreto n.º 22.474 de 14 de dezembro de 2017.
",Índice de rodovias do SER (RO) mantidas ou recuperadas - IREMR ,2023-08-21T00:00:00,Somatórios dos quilômetros executados.,3456.81,Kilometro,Km,Coordenadoria de Fiscalização e Obras,Estadual,Anual,3802.49,5611.24,4182.73,,4601,,5061.1,,2024,Avaliação Indicador,2024,
105,14011,Fundo para Infraestrutura de Transporte e Habitação,FITHA,1596,2106,"Promover melhoria da infraestrutura de transporte rodoviária através da execução de pavimentação asfáltica, manutenção e recuperação das rodovias integrantes do Sistema Rodoviário Estadual – SRE nos termos do Decreto nº 22.474 de 14 de dezembro de 2017.
",Índice de rodovias do SER (RO) pavimentadas.,2023-08-21T00:00:00,Somatório dos quilômetros realizados com pavimentação asfáltica.,79.61,Kilometro,Km,Coordenadoria de Usinas de Asfalto,Estadual,Anual,40.72,29.61,43.1,,45.56,,48.2,,2024,Avaliação Indicador,2024,
106,14012,Fundo de Desenvolvimento e Aperfeiçoamento da Administração Tributária ,Fundat,1626,2139,"Promover às unidades gestoras do Poder Executivo a modernização da gestão, por meios de reestruturação 
administrativa, gerenciamento institucional, gestão orientada para resultados, desenho institucional, simplificação de 
processos, implementação de projetos estratégicos, formação de recursos humanos e gestão por competências, objetivando a eficiência, eficácia e 
efetividade das unidades em geral.",Percentual de Execução Orçamentária,2023-07-28T00:00:00,Percentual de execução = (Valor liquidado / Valor empenhado) * 100 ,66.64,Porcentagem,%,SIGEF,Estadual,Anual,70,65.48,72,,74,,76,,2024,Avaliação Indicador,2024,
107,14023,Instituto de Previdência dos Servidores Públicos do Estado de Rondônia,Iperon,1535,2173,"Desenvolver estudos, projetos para futura execução de obras e serviços de engenharia que se fizer necessários para a construção do prédio sede do Iperon.",Relatório técnico de viabilidade do projeto de construção da nova SEDE do IPERON.,2023-08-10T00:00:00,Somatório de estudo de viabilidade realizado,0,Unidade,Un,Diretoria de Administração e Finanças - Iperon,Estadual,Anual,1,0.5,0,,0,,0,,2024,Avaliação Indicador,2024,
108,14023,Instituto de Previdência dos Servidores Públicos do Estado de Rondônia,Iperon,1535,2173,"Proporcionar aos representantes legais (gestores, presidentes e membros do comitê  de investimento), suporte técnico qualificado para acompanhar e auxiliar  na gestão de investimentos e metas atuarias de forma eficaz e com maior segurança.",Relatórios para auxiliar na gestão de investimentos e metas atuariais,2023-01-01T00:00:00,Somatório de relatórios mensais entregues no ano,12,Unidade,Un,Coordenadoria de Investimento - Iperon,Estadual,Mensal,12,12,12,,12,,12,,2024,Avaliação Indicador,2024,
109,14023,Instituto de Previdência dos Servidores Públicos do Estado de Rondônia,Iperon,1535,2173,"Proporcionar aos representantes legais: gestores, presidentes dos poderes, órgãos autônomos e colegiados, nas tomadas de decisões  juntamente com o atuário  elegendo as hipóteses biométricas, demográficas, econômicas e financeiras adequadas às características da massa de segurados e de seus dependentes ao correto dimensionamento dos compromissos futuros do Regime Próprio de Previdência Social – RPPS,  contendo soluções para equacionar os eventuais desequilíbrios verificados, de forma a possibilitar sua sustentabilidade 
",Relatório de Consultoria e Assessoria em Gestão atuarial por benefício.,2023-08-11T00:00:00,somatório de relatório sobre o cálculo atuarial realizado. ,1,Unidade,Un,Coordenadoria de Planejamento e Gestão Estratégica - COOPLAG-IPERON,Estadual,Anual,1,1,1,,1,,1,,2024,Avaliação Indicador,2024,
110,15001,"Secretaria de Estado de Segurança, Defesa e Cidadania",Sesdec,1501,2166,"Implementar a execução de mecanismos de prevenção e repressão à criminalidade, reduzindo os indicadores de homicídio doloso por 100 mil habitantes nas áreas urbanas e rurais.",Taxa de Homocidios Dolosos por 100.000 habitantes,2022-12-31T00:00:00,"Taxa Homocidios Dolosos por 100.000 habitantes = (Nº ocorrências x 100.000) / população

Onde:

Nº Ocorrências = Homicídio(s) Doloso(s) + Feminicídio (Fonte: Portal do Observatório do Estado de Rondônia - http://observatorio.sepog.ro.gov.br/)
População do Estado (Fonte IBGE - https://cidades.ibge.gov.br/brasil/ro/panorama)
",31.75,Unidade,Un,GEI/SESDEC,Estadual,Anual,31.5,23.9,31.25,,31,,30.75,,2024,Avaliação Indicador,2024,
111,15003,Polícia Civil,PC,1508,2110,Ampliar a quantidade de Equipamentos (Computadores) existentes e criar a rede de dados nas unidades da Polícia Civil,Ampliar a quantidade de Equipamentos (Computadores) existentes,2023-08-01T00:00:00,Número de Equipamentos Atualizados Existentes (Computadores),15,Porcentagem,%,Levantamento de Dados DETEINF,Estadual,Anual,25,,25,,25,,10,,2024,Avaliação Indicador,2024,
112,15003,Polícia Civil,PC,1508,2110,Ampliar a quantidade de Equipamentos (Computadores) existentes e criar a rede de dados nas unidades da Polícia Civil,Implantar a Segurança de Rede Firewalls na Polícia Civil,2023-08-01T00:00:00,Percentual de unidades com rede Implantar a Segurança de Rede Firewalls na Polícia Civil implantada ,0,Porcentagem,%,Levantamento de Dados DETEINF,Estadual,Anual,25,,25,,25,,25,,2024,Avaliação Indicador,2024,
113,15003,Polícia Civil,PC,1648,2166,Reduzir o número de crimes de homicídio no Estado de Rondônia,Índice de Homicídios Dolosos,2022-12-31T00:00:00,Número de Homicídios Dolosos X 100.000 / População Estadual,31.8,1/100.000,1/100.000,Anuário Brasileiro de Segurança Pública,Estadual,Anual,29,25.24,28,,27,,26,,2024,Avaliação Indicador,2024,
114,15004,Corpo de Bombeiro Militar,CBM,1526,2103,"Ampliar, reformar e construir novas estruturas físicas nas Unidades dos quartéis do Corpo de Bombeiros Militar",Obras e Construções,2023-07-31T00:00:00,Soma das áreas construidas em m² com a fonte 500,2000,Metro Quadrado,m²,CAT,Estadual,Anual,1000,50,1000,,0,,0,,2024,Avaliação Indicador,2024,
115,15004,Corpo de Bombeiro Militar,CBM,1526,2103,Equipar e aparelhar as unidades Bombeiro Militar com equipamentos e materiais permanentes,Quantidade de unidades de equipamentos,2023-07-31T00:00:00,Somo das unidades de equipamentos e materiais adquiridos com recursos da fonte 500,20,Unidade,Un,CPOF,Estadual,Anual,10,,10,,0,,0,,2024,Avaliação Indicador,2024,
116,15004,Corpo de Bombeiro Militar,CBM,1697,2193,Gestão de riscos e desastres,Ações realizadas ,2024-09-13T00:00:00,Somatório de ações da defesa civil realizados em uma ano ,0,Unidade,Un,CORPO DE BOMBEIROS MILITAR DO ESTADO DE RONDÔNIA,Estadual,Anual,1,1,1,,1,,1,,2024,Avaliação Indicador,2024,
117,15005,Polícia Militar,PM,1602,2182,"Aumentar a percepção de segurança da população no Estado, por meio da atuação ostensiva e preventiva da Polícia Militar de Rondônia em todas as localidades em que se faz presente, levando em conta ser a instituição de maior capilaridade no Estado. Além do mais, visa também promover a disseminação da doutrina de Polícia Comunitária, Direitos Humanos e Gestão pela Qualidade, com a finalidade de ampliar a eficácia, a eficiência e a efetividade dos serviços públicos prestados à população.",Aquisição de equipamentos de informática para substituição daqueles que funcionam em nível precário e sejam inviáveis de serem recuperados.,2023-07-31T00:00:00,,1000,Porcentagem,%,POLICIA MILITAR,Estadual,Anual,25,,25,,25,,25,,2024,Avaliação Indicador,2024,
118,15005,Polícia Militar,PM,1602,2182,"Aumentar a percepção de segurança da população no Estado, por meio da atuação ostensiva e preventiva da Polícia Militar de Rondônia em todas as localidades em que se faz presente, levando em conta ser a instituição de maior capilaridade no Estado. Além do mais, visa também promover a disseminação da doutrina de Polícia Comunitária, Direitos Humanos e Gestão pela Qualidade, com a finalidade de ampliar a eficácia, a eficiência e a efetividade dos serviços públicos prestados à população.",Aquisição de insumos materiais e serviços de reparo e manutenção necessários para a sustentação da mobilidade tanto administrativa quanto operacional.,2023-07-31T00:00:00,,14500000,Real,R$,POLICIA MILITAR,Regional,Anual,100,,100,,100,,100,,2024,Avaliação Indicador,2024,
119,15005,Polícia Militar,PM,1602,2182,"Aumentar a percepção de segurança da população no Estado, por meio da atuação ostensiva e preventiva da Polícia Militar de Rondônia em todas as localidades em que se faz presente, levando em conta ser a instituição de maior capilaridade no Estado. Além do mais, visa também promover a disseminação da doutrina de Polícia Comunitária, Direitos Humanos e Gestão pela Qualidade, com a finalidade de ampliar a eficácia, a eficiência e a efetividade dos serviços públicos prestados à população.","Aquisição de insumos materiais e tecnológicos e contratação de serviços necessários para a sustentação dos processos de publicidade, propaganda institucional.",2023-07-31T00:00:00,,1665222,Porcentagem,%,POLICIA MILITAR,Estadual,Anual,3,,5,,8,,15,,2024,Avaliação Indicador,2024,
120,15005,Polícia Militar,PM,1602,2182,"Aumentar a percepção de segurança da população no Estado, por meio da atuação ostensiva e preventiva da Polícia Militar de Rondônia em todas as localidades em que se faz presente, levando em conta ser a instituição de maior capilaridade no Estado. Além do mais, visa também promover a disseminação da doutrina de Polícia Comunitária, Direitos Humanos e Gestão pela Qualidade, com a finalidade de ampliar a eficácia, a eficiência e a efetividade dos serviços públicos prestados à população.",Aquisições de insumos materiais e tecnológicos e contratação de serviços de engenharia necessários para a realização de obras e serviços de construção e/ou ampliação de aquartelamentos.,2023-07-31T00:00:00,,1500,Metro Quadrado,m²,POLICIA MILITAR,Estadual,Anual,1500,,1500,,2500,,2500,,2024,Avaliação Indicador,2024,
121,15005,Polícia Militar,PM,1602,2182,"Aumentar a percepção de segurança da população no Estado, por meio da atuação ostensiva e preventiva da Polícia Militar de Rondônia em todas as localidades em que se faz presente, levando em conta ser a instituição de maior capilaridade no Estado. Além do mais, visa também promover a disseminação da doutrina de Polícia Comunitária, Direitos Humanos e Gestão pela Qualidade, com a finalidade de ampliar a eficácia, a eficiência e a efetividade dos serviços públicos prestados à população.","Indenização ao policial militar empregado no policiamento ostensivo no horário da folga regulamentar, em conformidade com o artigo 2º da Lei 4.219 de 18 de dezembro de 2017.",2023-07-31T00:00:00,,16053,Unidade,Un,POLICIA MILITAR,Estadual,Anual,16053,,17658,,19424,,21366,,2024,Avaliação Indicador,2024,
122,15005,Polícia Militar,PM,1602,2182,"Aumentar a percepção de segurança da população no Estado, por meio da atuação ostensiva e preventiva da Polícia Militar de Rondônia em todas as localidades em que se faz presente, levando em conta ser a instituição de maior capilaridade no Estado. Além do mais, visa também promover a disseminação da doutrina de Polícia Comunitária, Direitos Humanos e Gestão pela Qualidade, com a finalidade de ampliar a eficácia, a eficiência e a efetividade dos serviços públicos prestados à população.",Realizar a manutenção da Ordem Pública,2023-07-31T00:00:00,,13.6,Porcentagem,%,POLICIA MILITAR,Estadual,Anual,2,,3,,4,,4,,2024,Avaliação Indicador,2024,
123,15006,Superintendência de Polícia Técnico-Científica,Politec,1582,2166,"Atender as necessidades de desempenho das funções nas unidades periciais para realização das perícias criminalísticas para os procedimentos de investigação criminal e para o processo judicial criminal, bem como
produção dos laudos de perícia criminal de forma isenta e qualificada, em conformidade com o princípio da ampla defesa e do contraditório e com o respeito aos direitos humanos.",Produtividade na Unidade Pericial,2024-01-01T00:00:00,"IPA = (∑ x(l x t) / (∑ (PCF- Af) / n)) / 90 
IPA = Índice de Produtividade Anual - Resultado da produtividade calculada com base na
referida fórmula, no período de um ano por unidade de criminalística.
l = Quantidade de laudos
t =Tempo médio (em dias corridos) definido para cada tipo de laudo, conforme tabela de tempos médios.
PCF - Peritos - Quantidade de peritos lotados na unidade medida diariamente.
Af - Afastamentos - Quantidade de peritos afastados da sua sede da unidade em virtude de férias, licenças, missões, cursos, etc, medidos diariamente.
n - Número de dias - Número de dias relativo ao somatório dos efetivos.",1,Unidade,Un,Instituto Nacional de Criminalística,Estadual,Anual,0.8,0.7,0.8,,0.8,,0.8,,2024,Avaliação Indicador,2024,
124,15011,Fundo Especial de Reequipamento Policial,FUNRESPOL,1662,2110,Modernizar o parque de equipamentos tecnológicos e implantar a Segurança de Rede Firewalls na Polícia Civil,Ampliar a quantidade de Equipamentos (Computadores) existentes,2023-08-01T00:00:00,Número de Equipamentos Atualizados Existentes (Computadores),320,Unidade,Un,Dados do Departamento de Tecnologia da Informação,Estadual,Anual,700,1722,900,,1100,,1300,,2024,Avaliação Indicador,2024,
125,15011,Fundo Especial de Reequipamento Policial,FUNRESPOL,1662,2110,Modernizar o parque de equipamentos tecnológicos e implantar a Segurança de Rede Firewalls na Polícia Civil,Implantar a Segurança de Rede Firewalls na Polícia Civil,2023-08-01T00:00:00,Percentual de unidades com Segurança de Rede Firewalls implantada,0,Porcentagem,%,Levantamento de Dados DETEINF,Estadual,Anual,25,20,50,,75,,100,,2024,Avaliação Indicador,2024,
126,15011,Fundo Especial de Reequipamento Policial,FUNRESPOL,1666,2166,Reforma e Ampliação de Unidades Policiais e Construção do Centro de Logística da Polícia Civil,Unidade Reformada e Ampliada,2023-08-01T00:00:00,Quantidade de unidade Reformada e Ampliada,0,Unidade,Un,Polícia Civil,Estadual,Anual,1,0,1,,1,,1,,2024,Avaliação Indicador,2024,
127,15014,Fundo Especial do Corpo de Bombeiros Militar do Estado de Rondônia,Funesbom,1513,2103,Melhores instalações para prestação de serviço com qualidade.,Buscar diminuir o tempo resposta para atendimentos emergenciais,2024-01-01T00:00:00,Tempo chamada até o efetivo atendimento da vítima.,22,Minuto,m,SETOR DE ESTATÍSTICA BOMBEIRO,Estadual,Anual,22,45,21.5,,21,,20.5,,2024,Avaliação Indicador,2024,
128,15015,Fundo Especial de Modernização e Reaparelhamento da Polícia Militar do Estado de Rondônia,Fumrespom,1425,2075,"Reaparelhar e modernizar as unidades policiais do Estado de Rondônia e contribuir para reduzir os índices de criminalidades no Estado. Proporcionar melhores condições de trabalho e qualidade no atendimento aos usuários dos serviços da Polícia Militar do Estado de Rondônia, de forma mais eficiente, e eficaz.",Número de unidade atendidas por total de unidades,2023-07-10T00:00:00,Número de unidades atendidas / total de unidades,18,Porcentagem,%,Setor de Planejamento do FUMRESPOM,Estadual,Anual,18,19,20,,22,,24,,2024,Avaliação Indicador,2024,
129,15015,Fundo Especial de Modernização e Reaparelhamento da Polícia Militar do Estado de Rondônia,Fumrespom,1689,2166,"Implementar a execução de mecanismos de prevenção e repressão à criminalidade, reduzindo os indicadores de homicídio doloso por 100 mil habitantes nas áreas urbanas e rurais.",Taxa de Homocidios Dolosos por 100.000 habitantes,2022-12-31T00:00:00,"Taxa Homocidios Dolosos por 100.000 habitantes = (Nº ocorrências x 100.000) / população

Onde:

Nº Ocorrências = Homicídio(s) Doloso(s) + Feminicídio (Fonte: Portal do Observatório do Estado de Rondônia - http://observatorio.sepog.ro.gov.br/)
População do Estado (Fonte IBGE - https://cidades.ibge.gov.br/brasil/ro/panorama)
",31.75,Unidade,Un,GEI/SESDEC,,,31.5,,31.25,,31,,30.75,,2024,Avaliação Indicador,2024,
