,uoCodigo,uoNome,uoSigla,programaDetalheId,programaCod,deObjetivo,deIndicador,dataIndiceReferencia,formulaCalculo,indiceReferencia,deUnidadeMedida,representacaoUnidMedida,deFonteIndicador,baseGeografica,periodicidade,valorAno1,realizadoAno1,valorAno2,realizadoAno2,valorAno3,realizadoAno3,valorAno4,realizadoAno4,anoAvaliacao,TipoDado,Ano,Quadrimestre
175,17012,Fundo Estadual de Saúde,FES,1487,2069,"Viabilizar recursos orçamentários e financeiros para atender as atividades administrativas, com aquisição de medicamentos para unidades hospitalares, para a oferta de medicamentos do componente especializado e protocolos clínicos estaduais, e ainda repasse financeiro para co- financiamento da farmácia básica aos 52 municípios do estado de RO.",Quantidade de recursos aplicados na assistencia farmacêutica,2023-08-09T00:00:00,Quantidade de recursos aplicados na assistência farmacêutica,0,Real,R$,Coordenadoria Estadual de assistência farmacêutica ,Estadual,Anual,109802901,40634555.74,115387773,,117804474,,126917890,,2024,Avaliação Indicador,2024,
176,17012,Fundo Estadual de Saúde,FES,1493,2049,"A CPOAD procura articular e se integrar com instituições e entidades aﬁns para a implementação de programas e projetos, em consonância com sua função programática, que dentre as suas diversas vertentes, objetiva a criação de uma rede de acolhimento para atendimento de adolescentes, jovens e adultos de ambos os sexos em situação de risco, decorrente do uso de drogas, em todo o Estado de Rondônia.","Realização de projetos e ações de prevenção, capacitações e procedimentos para acolhimento voluntário.",2023-08-09T00:00:00,"Número de atendimentos, acolhimento e fiscalizações realizados.",0,Unidade,Un,Número de atendimentos e fiscalizações realizados.,Estadual,Anual,2680,1918,2680,,2680,,2680,,2024,Avaliação Indicador,2024,
177,17012,Fundo Estadual de Saúde,FES,1588,2034,Fornecer os recursos necessários para fortalecimento da integralidade dos serviços de saúde.,Taxa média de rotatividade de leitos hospitalares da rede estadual,2023-08-09T00:00:00,N° de pacientes que saíram / n° de leitos da unidade (de cada unidade da rede)  e tirar a média.,23,Porcentagem,%,ASTEC/SESAU,Estadual,Anual,25.5,27,28,,30.5,,33,,2024,Avaliação Indicador,2024,
178,17012,Fundo Estadual de Saúde,FES,1593,2084,"Gerir as políticas públicas de saúde no que tange à regionalização do SUS, assegurando o funcionamento do Conselho Estadual de Saúde e garantindo",Quantidade de ações relacionadas à gestao da politica de saude realizadas.,2023-08-09T00:00:00,Quantidade de ações e repasses realizados.,0,Unidade,Un,Coordenadoria do Sistema de Apoio à Descentralização,Estadual,Anual,66,273,86,,106,,126,,2024,Avaliação Indicador,2024,
179,17012,Fundo Estadual de Saúde,FES,1594,2070,"Dar condições de trabalho para os profissionais de saúdes e equipes de manutenção das unidades da SESAU, para melhor atender os pacientes, assim como criar um ambiente de trabalho adequado para o desempenho das atividades laborais.","Construção, ampliacao, reforma e equipagem de unidades de saude.",2023-08-09T00:00:00,"Quantidade de unidades de saúde equipadas, construída, ampliada e reformada.",0,Unidade,Un,Coordenadoria de Obras/SESAU,Estadual,Anual,4085,21,4736,,3636,,3634,,2024,Avaliação Indicador,2024,
180,17012,Fundo Estadual de Saúde,FES,1667,2189,"Este programa objetiva-se garantir os principios do SUS através de políticas públicas estaduais que possam fortalecer as redes de atenção à saúde, regionalizadas e descentralizadas tendo a atenção primária como centro comunicador das redes de atenção.",Quantidade de ações e repasses relacionados às Redes de Atenção à Saúde.,2023-08-09T00:00:00,Quantidade de recursos aplicados no fortalecimento das Redes de Atenção à Saúde.,0,Unidade,Un,Gerência de Programas Estratégicos em Saúde,Estadual,Anual,106,,106,,106,,105,,2024,Avaliação Indicador,2024,
181,17013,Fundo Estadual para Construção do Hospital de Urgência e Emergência de Porto Velho,FUN-HEURO,1618,2152,"Manter a locação do prédio do Novo Hospital de Urgencia e Emergencia sob medida de reversão ao final do contrato, bem como assegurar a manutenção da Parceria Público-Privada PPP. ",Alugueis pagos,2023-08-09T00:00:00,Alugueis pagos após apresentação da produção (volume de atendimento a população),,Real,R$,GAD/SESAU,Estadual,Mensal,75,0,100,,100,,100,,2024,Avaliação Indicador,2024,
182,17032,Fundação de Hematologia e Hemoterapia de Rondônia,Fhemeron,1504,2105,"Atingir 2,5% da população do Estado de Rondônia como candidatos a doação.",Percentual de candidatos a doação ,2023-07-31T00:00:00,Nº de canditados a doação (aptos+inaptos)/nº de habitantes de acordo com PNAD /100,2.05,Porcentagem,%,Setor de Estatística da FHEMERON,Estadual,Anual,2.2,2.46,2.25,,2.3,,2.5,,2024,Avaliação Indicador,2024,
183,17032,Fundação de Hematologia e Hemoterapia de Rondônia,Fhemeron,1504,2105,Manter 100% do atendimento hemoterápico aos pacientes portadores de hemoglobinopatias hereditária com dependência transfusional.,Percentual de atendimento de pacientes com hemoglobinopatias hereditárias com dependência transfusional,2023-07-31T00:00:00,Nº de CH atendidos/nº de CH solicitado x 100,100,Porcentagem,%,Setor de Estatística da FHEMERON,Estadual,Anual,100,100,100,,100,,100,,2024,Avaliação Indicador,2024,
184,17033,Centro de Educação Técnico-Profissional na Área de Saúde,Cetas,1536,2109,"I - Executar a política estadual de educação permanente voltada aos profissionais de saúde do SUS, visando a melhoria da assistência à saúde no âmbito do Estado de Rondônia 

",Nº de ações educativas desenvolvidas no período,2024-01-01T00:00:00,Nº de atividades realizadas X Nº de atividades previstas na Programação Anual de Saúde (PAS) - Ano,200,Unidade,Un,"Plano Estadual de Saúde/ PES, Portarias e resoluções Ministério da Saúde e CIB",Estadual,Anual,200,114,200,,200,,200,,2024,Avaliação Indicador,2024,
185,17033,Centro de Educação Técnico-Profissional na Área de Saúde,Cetas,1536,2109,"II - Promover a habilitação, qualificação, especialização e o aperfeiçoamento dos recursos humanos de nível médio na área de saúde, visando a melhoria da qualidade dos serviços oferecidos à população 
.",Quantidade de servidores de nível médio do SUS da esfera municipal e estadual inseridos nas ações educativas desenvolvidas pela Escola de Saúde Pública do SUS/ CETAS,2024-01-01T00:00:00,Σ do número de servidores/ alunos qualificados nas atividades educativas no período,1100,Unidade,Un,"Plano Estadual de Saúde/ PES, Portarias e resoluções Ministério da Saúde e CIB",Estadual,Anual,250,896,300,,350,,400,,2024,Avaliação Indicador,2024,
186,17033,Centro de Educação Técnico-Profissional na Área de Saúde,Cetas,1536,2109,"III - Promover a habilitação, qualificação, especialização e o aperfeiçoamento dos recursos humanos de nível superior na área de saúde, visando a qualificação dos processos de trabalho dos servidores da assistência e gestão por meio de ações de educação permanente no âmbito do Estado de Rondônia

",Quantidade de servidores de nível superior da gestão e assistência do SUS da esfera municipal e estadual inseridos nas ações educativas desenvolvidas pela Escola de Saúde Pública do SUS/ CETAS,2024-01-01T00:00:00,Σ do número de servidores/ alunos qualificados nas atividades educativas no período ,3600,Unidade,Un,"Plano Estadual de Saúde/ PES, Portarias e resoluções Ministério da Saúde e CIB",Estadual,Anual,600,2087,800,,1000,,1200,,2024,Avaliação Indicador,2024,
187,17033,Centro de Educação Técnico-Profissional na Área de Saúde,Cetas,1536,2109,"IV - Promover a habilitação, qualificação, especialização e o aperfeiçoamento dos conselheiros de saúde visando a melhoria do controle social no SUS",Quantidade de conselheiros de saúde inseridos nas ações educativas desenvolvidas pela Escola de Saúde Pública do SUS/ CETAS,2024-01-01T00:00:00,Σ do número de conselheiros de saúde qualificados nas atividades educativas no período,0,Unidade,Un,"Plano Estadual de Saúde/ PES, Portarias e resoluções Ministério da Saúde e CIB",Estadual,Anual,72,92,75,,75,,75,,2024,Avaliação Indicador,2024,
188,17033,Centro de Educação Técnico-Profissional na Área de Saúde,Cetas,1536,2109,"V - Promover, incentivar e apoiar ações de ciência, ensino, pesquisa, tecnologia e inovação em educação em saúde contribuindo para estudos que subsidiem o planejamento na área da saúde de acordo com as necessidades do SUS do Estado de Rondônia
","Quantidade de ações de ciência, ensino, pesquisa, tecnologia e inovação em educação em saúde desenvolvidas com o objetivo de atender as necessidades do SUS do Estado de Rondônia",2024-01-01T00:00:00,Σ do número de pesquisas e outras ações desenvolvidas no período,10,Unidade,Un,"Plano Estadual de Saúde/ PES, Portarias e resoluções Ministério da Saúde e CIB",Estadual,Anual,10,14,12,,14,,16,,2024,Avaliação Indicador,2024,
189,17033,Centro de Educação Técnico-Profissional na Área de Saúde,Cetas,1559,2070,"Expandir a infraestrutura física da escola para ampliação das ações de educação permanente em saúde com a construção de mais laboratórios, salas de aula e outros espaços com capacidade para aulas práticas/ realização de simulações realísticas oportunizando melhor aprendizagem aos servidores/ alunos",Construção do anexo à sede da Escola de Saúde/ CETAS ,2024-01-01T00:00:00,% da evolução física da obra construída no período,100,Porcentagem,%,DEOSAD/SESAU,Municipal,Anual,0,,0,,0,,100,,2024,Avaliação Indicador,2024,
190,17033,Centro de Educação Técnico-Profissional na Área de Saúde,Cetas,1559,2070,Reforma/ Manutenção preventiva na sede da Escola de Saúde de Rondônia / CETAS,Quantidade de reformas e manutenções preventivas realizadas na Escola de Saúde/ CETAS,2023-07-25T00:00:00,Nº de reformas realizadas no período,2,Unidade,Un,DEOSAD/SESAU,Municipal,Anual,2,8,2,,2,,2,,2024,Avaliação Indicador,2024,
191,17034,Agência Estadual de Vigilância em Saúde ,Agevisa,1458,2023,"Reduzir os riscos e agravos à saúde da população por meio das ações de promoção de vigilância em saúde 
ambiental, epidemiológica, sanitária e saúde do trabalhador.","Percentual de ações executadas em relação as ações Programadas. Meta: Executar o mínimo de 85% das ações previstas a serem realizadas pelos programas que compõe as 04 vigilâncias: Epidemiológica, Saúde Ambiental, Sanitária, Saúde do Trabalho e o CIEVS   ",2023-07-28T00:00:00,Ações Programadas / Ações Executadas * 100,84,Porcentagem,%,Planejamento da AGEVISA/PAS e RAG 2022,Estadual,Anual,85,87,87,,88,,90,,2024,Avaliação Indicador,2024,
192,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Apoiar a Recuperação de Áreas Degradadas Ambientalmente.,Número de Diagnósticos de Áreas a Serem Recuperadas.,2023-08-11T00:00:00,Quantidade de Diagnósticos de Áreas a Serem Recuperadas no Ano.,2,Unidade,Un,SEDAM/DIREX/GAB,Estadual,Anual,13,52,13,,13,,13,,2024,Avaliação Indicador,2024,
193,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Apoiar a Recuperação de Áreas Degradadas Ambientalmente.,Número de Mudas Produzidas.,2022-12-30T00:00:00,Quantidade de Mudas Produzidas no Ano. (Quantidade de mudas produzidas nos viveiros da SEDAM no ano + Quantidade de mudas produzidas nos viveiros apoiados pela SEDAM no ano).,180710,Unidade,Un,SEDAM/CODEF,Estadual,Anual,400000,5425,500000,,700000,,800000,,2024,Avaliação Indicador,2024,
194,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Apoiar a Recuperação de Áreas Degradadas Ambientalmente.,Número de Nascentes Recuperadas.,2023-08-23T00:00:00,Quantidade de Nascentes Recuperadas no Ano.,0,Unidade,Un,SEDAM/CODEF ,Estadual,Anual,120,61,140,,160,,180,,2024,Avaliação Indicador,2024,
195,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Apoiar a Recuperação de Áreas Degradadas Ambientalmente.,Número de Viveiros Apoiados e Mantidos.,2023-08-03T00:00:00,Quantidade de Viveiros Apoiados e Mantidos no Ano.,2,Unidade,Un,SEDAM/CODEF,Estadual,Anual,13,3,13,,13,,13,,2024,Avaliação Indicador,2024,
196,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,"Construir, Ampliar e Reformar Bases das Unidades de Conservação Estaduais e as Sedes da SEDAM.",Número de Ampliações e Reformas de Bases das Unidades de Conservação Estaduais e Sedes da SEDAM.,2023-08-03T00:00:00,Quantidade de Ampliações e Reformas de Bases das Unidades de Conservação Estaduais e Sedes da SEDAM realizadas no ano.,0,Unidade,Un,COPAF/SEDAM,Estadual,Anual,5,2,5,,5,,5,,2024,Avaliação Indicador,2024,
197,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,"Construir, Ampliar e Reformar Bases das Unidades de Conservação Estaduais e as Sedes da SEDAM.",Número de Construções de Bases das Unidades de Conservação Estaduais e Sedes da SEDAM.,2023-08-03T00:00:00,Quantidade Construções de Bases das Unidades de Conservação Estaduais e Sedes da SEDAM realizadas no ano.,0,Unidade,Un,COPAF/SEDAM,Estadual,Anual,2,,2,,2,,2,,2024,Avaliação Indicador,2024,
198,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Descentralização da Gestão Ambiental para os Municípios.,Número de Municípios Descentralizados,2023-08-01T00:00:00,Número de municípios com a gestão ambiental descentralizadas no ano + o número de municípios descentralizados até o ano anterior.,31,Unidade,Un,SEDAM/ASDEA,Estadual,Anual,33,32,36,,39,,41,,2024,Avaliação Indicador,2024,
199,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Descentralização da Gestão Ambiental para os Municípios.,Número de Servidores da SEDAM e dos Municípios Capacitados Com a Temática Descentralização Ambiental.,2023-08-03T00:00:00,Quantidade de servidores da SEDAM e dos Municípios capacitados com a temática referente a descentralização ambiental.,40,Unidade,Un,SEDAM/ASDEA,Estadual,Anual,50,85,50,,50,,50,,2024,Avaliação Indicador,2024,
200,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a implementação da Política Estadual de Resíduos Sólidos.,Número de Diagnósticos de Áreas de Lixões.,2023-08-24T00:00:00,Quantidade de Diagnósticos de Áreas de Lixões no Ano.,0,Unidade,Un,SEDAM/COLMAM,Estadual,Anual,13,52,13,,13,,13,,2024,Avaliação Indicador,2024,
201,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a implementação da Política Estadual de Resíduos Sólidos.,Número de Lixões Encerrados.,2023-08-01T00:00:00,Quantidade de Lixões Encerrados no ano + Quantidade de Lixões encerrados no ano anterior.,0,Unidade,Un,SEDAM/COLMAM,Estadual,Anual,2,23,10,,18,,26,,2024,Avaliação Indicador,2024,
202,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a implementação da Política Estadual de Resíduos Sólidos.,Número de Municípios com Disposição Ambientalmente Adequada dos Resíduos Sólidos,2023-08-11T00:00:00,Quantidade de Municípios com Disposição Ambientalmente Adequada dos Resíduos Sólidos no Ano.,39,Unidade,Un,SEDAM/COLMAM,Estadual,Anual,45,49,48,,50,,52,,2024,Avaliação Indicador,2024,
203,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a implementação da Política Estadual de Resíduos Sólidos.,Número de Servidores da SEDAM e dos Municípios Capacitados Com a Temática de Gestão de Resíduos Sólidos.,2023-08-10T00:00:00,Quantidade de Servidores da SEDAM e dos Municípios Capacitados Com a Temática de Gestão de Resíduos Sólidos no Ano.,0,Unidade,Un,SEDAM/DIREX/GAB,Estadual,Anual,50,126,75,,100,,125,,2024,Avaliação Indicador,2024,
204,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a implementação da Política Estadual de Resíduos Sólidos.,Número de Vistorias Realizadas para o Encerramento de Lixões.,2023-08-10T00:00:00,Quantidade de Vistorias Realizadas para o Encerramento de Lixões no Ano + .Quantidade de Vistorias Realizadas para o Encerramento de Lixões no Ano Anterior.,0,Unidade,Un,SEDAM/COLMAM,Estadual,Anual,2,104,10,,18,,26,,2024,Avaliação Indicador,2024,
205,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Infraestrutura Tecnológica Voltadas para Apoiar o Desenvolvimento Ambiental Sustentável.,Número de Equipamentos Adquiridos e Serviços Contratados Visando apoiar o Desenvolvimento Ambiental Sustentável.,2023-08-03T00:00:00,Quantidade de Equipamentos Adquiridos e Serviços Contratados Visando apoiar o Desenvolvimento Ambiental Sustentável no ano.,0,Unidade,Un,SEDAM/DIREX/GAB ,Estadual,Anual,10,574,10,,10,,10,,2024,Avaliação Indicador,2024,
206,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Regularização Ambiental das Propriedades Rurais.,Área de Preservação Permanente - APP à Recuperar Declarada - Acumuladas.,2022-12-10T00:00:00,Quantidade de Área de Preservação Permanente - APP à Recuperar declarada no ano + quantidade de Área de Preservação Permanente - à Recuperar declarada cumulativamente no ano anterior.,3726.06,Hectare,ha,SEDAM/COMRAR,Estadual,Anual,4471.27,5419.78,5216.48,,5961.69,,6706.9,,2024,Avaliação Indicador,2024,
207,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Regularização Ambiental das Propriedades Rurais.,Área de Reserva Legal à Recuperar Declarada - Acumuladas.,2022-12-10T00:00:00,Quantidade de Área de Reserva Legal - RL à Recuperar declarada no ano + quantidade de Área de Preservação Permanente - à Recuperar declarada cumulativamente no ano anterior.,4524.48,Hectare,ha,SEDAM/COMRAR,Estadual,Anual,5429.38,14308.62,6334.28,,7239.18,,8144.08,,2024,Avaliação Indicador,2024,
208,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Regularização Ambiental das Propriedades Rurais.,Área de Reserva Legal Compensada declarada - Acumuladas.,2022-12-10T00:00:00,Quantidade de Área de Reserva Legal - RL Compensada declarada no ano + quantidade de Área de Reserva Legal RL Compensada declarada cumulativamente no ano anterior.,18868.21,Unidade,Un,SEDAM/COMRAR,Estadual,Anual,22641.85,27622.96,26415.49,,30189.13,,33962.77,,2024,Avaliação Indicador,2024,
209,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Regularização Ambiental das Propriedades Rurais.,Número de Adesão ao Programa de Regularização Ambiental Rural - PRA - Acumulados.,2022-12-10T00:00:00,Números de Termos de Compromisso de Adesão ao PRA assinado no ano + Número de termos de compromisso de adesão ao PRA assinados acumulados até o Ano de 2022.,172,Unidade,Un,SEDAM/COMRAR,Estadual,Anual,206,321,240,,274,,308,,2024,Avaliação Indicador,2024,
210,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Regularização Ambiental das Propriedades Rurais.,Número de análises de CAR realizadas - Acumuladas.,2022-12-10T00:00:00,Quantidade de análise de CAR realizadas no Ano + Quantidade de análise de CAR realizadas acumuladas até o ano de 2022.,67869,Unidade,Un,SEDAM/COMRAR,Estadual,Anual,81443,94987,95017,,108591,,122165,,2024,Avaliação Indicador,2024,
211,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Regularização Ambiental das Propriedades Rurais.,Número de Imóveis com Análise do CAR Finalizada - Acumuladas.,2022-12-10T00:00:00,"Quantidade de imóveis que tem o CAR com análise finalizada no ano + Quantidade de imóveis que tem o CAR com análise finalizada
acumuladas até o ano de 2022.",7072,Unidade,Un,SEDAM/COMRAR,Estadual,Anual,8840,9676,10608,,12376,,14144,,2024,Avaliação Indicador,2024,
212,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1460,2153,Promover a Regularização Ambiental das Propriedades Rurais.,Número de Imóveis com o CAR Analisados - Acumuladas.,2022-12-10T00:00:00,Quantidade de Imóveis com o CAR analisados no Ano + Quantidade de imóveis com o CAR analisados acumuladas até o ano de 2022.,41522,Unidade,Un,SEDAM/COMRAR,Estadual,Anual,49826,52561,58130,,66434,,74738,,2024,Avaliação Indicador,2024,
213,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1468,2154,Elaborar Planos de Manejos nas Unidades de Conservação Estaduais.,Número de Plano de Manejos Elaborados nas Unidades de Conservação.,2023-07-27T00:00:00,Quantidade de Unidades Conservação com Planos de Manejos Elaborados no ano + Quantidade de Unidades de Conservação com Planos de Manejos Elaborados até o ano anterior.,22,Unidade,Un,CUC/SEDAM,Estadual,Anual,24,23,26,,28,,30,,2024,Avaliação Indicador,2024,
214,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1468,2154,Manter a Área das Unidades de Conservação Estaduais.,Número em KM² de Área de Unidades de Conservação Estaduais.,2023-07-27T00:00:00,Quantidade em Km² de Áreas de Unidades de Conservação Estaduais Mantidas no Ano.,25869.53,Kilometro,Km,SEDAM/COGEO,Estadual,Anual,25869.53,25869.53,25869.53,,25869.53,,25869.53,,2024,Avaliação Indicador,2024,
215,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1468,2154,Promover a Criação de Conselhos Gestores de Unidades de Conservação na Esfera Estadual. ,Número de Unidades de Conservação com Conselhos Gestores Criados.,2023-07-27T00:00:00,Quantidade de Unidades de Conservação com Conselhos Gestores Criados no ano + Quantidade Número de Unidades de Conservação com Conselhos Gestores Criados no Ano Anterior.,25,Unidade,Un,CUC/SEDAM,Estadual,Anual,31,25,37,,44,,49,,2024,Avaliação Indicador,2024,
216,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1468,2154,Proteger as Unidades de Conservação Estaduais.,Número de Ações de Educação Ambiental Orientativas nas Unidades de Conservação Estaduais.,2023-08-01T00:00:00,Número de Ações de Educação Ambiental Orientativa nas Unidades de Conservação Estaduais e no Entorno Realizadas no ano.,10,Unidade,Un,CUC/SEDAM,Estadual,Anual,12,10,14,,16,,18,,2024,Avaliação Indicador,2024,
217,18001,Secretaria de Estado do Desenvolvimento Ambiental,Sedam,1468,2154,Proteger as Unidades de Conservação Estaduais.,Realizar Fiscalização nas Unidades de Conservação Estaduais.,2022-12-31T00:00:00,Quantidade de fiscalizações realizadas nas Unidades de Conservação no ano.,187,Unidade,Un,CUC/SEDAM,Estadual,Anual,195,187,195,,195,,195,,2024,Avaliação Indicador,2024,
218,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098, Promover o Licenciamento Ambiental no Estado de Rondônia.,Número de Autorização Florestais.,2022-12-30T00:00:00,Quantidade de Autorizações Florestais (PMFS+PEF+AUMPF+LC+ASV) Emitidas no Ano.,213,Unidade,Un,SEDAM/CODEF,Estadual,Anual,200,223,210,,220,,230,,2024,Avaliação Indicador,2024,
219,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098, Promover o Licenciamento Ambiental no Estado de Rondônia.,Número de Licenças Ambientais Emitidas,2022-12-31T00:00:00,Número de Licenças Ambientais Emitidas no ano.,2568,Unidade,Un,SEDAM/COLMAM,Estadual,Anual,2568,1810,2568,,2568,,2568,,2024,Avaliação Indicador,2024,
220,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098, Promover o Licenciamento Ambiental no Estado de Rondônia.,Número de Pareceres Técnicos de Licenciamento Ambiental Emitidos,2022-12-31T00:00:00,Número de Parecer Técnicos de Licenciamento Ambiental Emitidos emitidos no ano.,3880,Unidade,Un,SEDAM/COLMAM,Estadual,Anual,3880,2561,3880,,3880,,3880,,2024,Avaliação Indicador,2024,
221,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098, Promover o Licenciamento Ambiental no Estado de Rondônia.,Número de Produção Legal de Madeira.,2022-12-31T00:00:00,"Volume de madeira em m3 dos projetos PMFS+PEF+AUMPF+LC , onde: PMFS = Plano de Manejo Florestal Sustentável; PEF = Plano de Exploração Florestal para Uso Alternativo do Solo; AUMPF = Autorizações de Utilização de Matéria-Prima Florestal, e; LC = Projetos de Levantamento Circunstanciado.",1000000,Metro Cúbico,m³,SEDAM/CODEF,Estadual,Anual,1050000,1290499.91,1100000,,1150000,,1200000,,2024,Avaliação Indicador,2024,
222,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098, Promover o Licenciamento Ambiental no Estado de Rondônia.,Quantidade de Área de Vegetação de Suprimida Legalmente.,2022-12-31T00:00:00,"(PEF+ASV) = Área suprimida (ha), onde: PEF = Plano de Exploração Florestal para Uso Alternativo do Solo e ASV = Autorização de Supressão Vegetal.",5000,Hectare,ha,SEDAM/CODEF,Estadual,Anual,6000,5155.71,6500,,7000,,7500,,2024,Avaliação Indicador,2024,
223,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Alertas Climáticos Emitidos.,2023-08-15T00:00:00,Quantidade de Alertas Climáticos Emitidos no Ano.,2,Unidade,Un,SEDAM/COGEO,Estadual,Anual,2,46,2,,2,,2,,2024,Avaliação Indicador,2024,
224,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Alertas Hidrológicos Emitidos.,2023-08-15T00:00:00,Quantidade  de Alertas Hidrológicos Emitidos no Ano.,4,Unidade,Un,SEDAM/COGEO,Estadual,Anual,4,12,4,,4,,4,,2024,Avaliação Indicador,2024,
225,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Alertas Meteorológicos Emitidos.,2022-12-31T00:00:00,Número de Alertas Meteorológicos Emitidos no Ano. ,50,Unidade,Un,SEDAM/COGEO,Estadual,Anual,50,35,50,,50,,50,,2024,Avaliação Indicador,2024,
226,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Boletins Hidrometeorológicos Mensais Emitidos.,2023-08-15T00:00:00,Quantidade de Boletins Hidrometeorológicos Mensais Emitidos no Ano.,12,Unidade,Un,SEDAM/COGEO,Estadual,Anual,12,3,12,,12,,12,,2024,Avaliação Indicador,2024,
227,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Boletins Hidrometeorológicos Semanais Emitidos.,2023-08-15T00:00:00,Quantidade de Boletins Hidrometeorológicos Semanais Emitidos no Ano.,137,Unidade,Un,SEDAM/COGEO,Estadual,Anual,137,12,137,,137,,137,,2024,Avaliação Indicador,2024,
228,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Cartas Imagens Emitidas.,2022-12-31T00:00:00,Quantidade de Cartas Imagens Emitidas no Ano.,1265,Unidade,Un,SEDAM/COGEO,Estadual,Anual,1265,700,1265,,1265,,1265,,2024,Avaliação Indicador,2024,
229,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Empreendimentos com Atividades Potencialmente Poluidoras Monitorados,2022-12-31T00:00:00,Quantidade de empreendimentos com atividades potencialmente poluidoras monitoradas no ano + Quantidade de empreendimentos com atividades potencialmente poluidoras monitoradas no ano anterior.,180,Unidade,Un,SEDAM/COLMAM,Estadual,Anual,185,0,191,,197,,203,,2024,Avaliação Indicador,2024,
230,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Laudos de Valoração do Dano Ambiental Emitidos.,2022-12-31T00:00:00,Quantidade de Laudos de Valoração do Dano Ambiental Emitidos no Ano.,96,Unidade,Un,SEDAM/COGEO,Estadual,Anual,96,1300,96,,96,,96,,2024,Avaliação Indicador,2024,
231,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Monitor de Seca Emitidos e Validados.,2022-12-31T00:00:00,Quantidade de Análises e Validações para o Monitor de Seca. Fonte: Agência Nacional de Águas - ANA.,12,Unidade,Un,SEDAM/COGEO,Estadual,Anual,12,12,12,,12,,12,,2024,Avaliação Indicador,2024,
232,18011,Fundo Especial de Proteção Ambiental,Fepram,1479,2098,Promover o Monitoramento Ambiental no Estado de Rondônia.,Número de Vistorias de Monitoramento Florestal Realizadas.,2023-08-11T00:00:00,Quantidade de Vistorias de Monitoramento Florestal Realizadas no Ano.,40,Unidade,Un,SEDAM/CODEF,Estadual,Anual,30,58,35,,40,,45,,2024,Avaliação Indicador,2024,
