id,acao_detalhe_id,uo_codigo,programa_codigo,acao_codigo,valor_dotacao_inicial_ppa,valor_dotacao_inicial,valor_dotacao_atual,valor_empenhado,valor_liquidado_ano,valor_pago,valor_liquidado_a_pagar,valor_restos_a_pagar,ate_quadrimestre,ate_quadrimestre_fin_rpnp,numero_quadrimestre_fin_rpnp,ano_monitoramento,quadrimestre_monitoramento,tipo_dado,ano,quadrimestre
1081,5210,27001,1015,2091,5286744,5286744,1586744.0,493452.44,244225.49,244225.49,0.0,0.0,703517.12,0.0,0.0,2024,2,Ação Financeiro,2024,2
1082,5400,11008,1015,4103,21972,21972,21972.0,2824.0,1412.0,1412.0,0.0,0.0,3996.87,0.0,0.0,2024,2,Ação Financeiro,2024,2
1083,4695,15015,2075,1119,400000,400000,929777.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1084,4766,14023,1015,2091,5331656,5331656,6131656.0,4003305.0,2061607.13,2061607.13,0.0,0.0,6118741.65,0.0,0.0,2024,2,Ação Financeiro,2024,2
1085,5234,17012,2070,1614,2229040,2229040,10529040.0,4425188.29,1240712.72,1268263.82,0.0,0.0,2964660.98,0.0,0.0,2024,2,Ação Financeiro,2024,2
1086,4683,2001,1010,2981,49877103,49877103,43797103.0,31131507.64,10273096.63,10687816.12,0.0,0.0,29829410.79,0.0,0.0,2024,2,Ação Financeiro,2024,2
1087,5305,11010,1015,2096,2480000,2480000,2472100.0,1601176.41,702335.67,695977.96,0.0,0.0,2226415.29,0.0,0.0,2024,2,Ação Financeiro,2024,2
1088,5222,11023,2051,2344,200000,200000,4325023.0,4155023.0,4134813.0,4134813.0,0.0,0.0,4154393.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1089,5139,29013,1001,4544,1108000,1108000,10763687.5,2940000.0,0.0,0.0,0.0,0.0,1408464.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1090,4956,17012,1015,2234,797812044,797812044,607712044.0,393971668.75,209323337.58,209324337.58,0.0,0.0,602010077.32,0.0,0.0,2024,2,Ação Financeiro,2024,2
1091,5495,16031,1015,2234,696000,696000,696000.0,452420.92,229760.39,239771.92,0.0,0.0,725950.94,0.0,0.0,2024,2,Ação Financeiro,2024,2
1092,4790,17034,2023,2263,3729222,3729222,4089222.0,2707219.08,1641789.58,1646017.08,0.0,0.0,6780656.93,0.0,0.0,2024,2,Ação Financeiro,2024,2
1093,4778,11009,1015,2091,8155608,8155608,7955608.0,4847251.24,2449464.42,2201743.15,0.0,0.0,7223272.83,0.0,0.0,2024,2,Ação Financeiro,2024,2
1094,5146,29001,1001,2004,1535778,1535778,1631778.0,868979.41,594159.98,594159.98,0.0,0.0,1124696.64,0.0,0.0,2024,2,Ação Financeiro,2024,2
1095,5063,11008,1015,2234,8954327,8954327,8998327.0,5465519.91,2813474.44,2814798.91,0.0,0.0,8674495.9,0.0,0.0,2024,2,Ação Financeiro,2024,2
1096,5051,14001,1015,2234,270854222,270854222,270854222.0,165777991.37,87538454.33,87511161.92,0.0,0.0,255679984.02,0.0,0.0,2024,2,Ação Financeiro,2024,2
1097,4968,16001,1015,2367,1740927,1740927,2880429.52,2298856.24,1077325.84,1077977.26,0.0,0.0,2995774.98,0.0,0.0,2024,2,Ação Financeiro,2024,2
1098,4885,11026,1015,2087,943068,943068,943068.0,427300.35,182469.92,191453.13,0.0,0.0,586901.48,0.0,0.0,2024,2,Ação Financeiro,2024,2
1099,4785,17034,1015,2087,7056481,7056481,7056481.0,3894917.51,2306580.2,2313636.8,0.0,0.0,6355389.36,0.0,0.0,2024,2,Ação Financeiro,2024,2
1100,5253,21001,2102,1624,6000000,6000000,6000000.0,5999311.65,1654108.02,1654108.02,0.0,0.0,7699999.98,0.0,0.0,2024,2,Ação Financeiro,2024,2
1101,5241,14025,1019,4110,62462406,62462406,62462406.0,41773037.33,20921659.58,20921659.58,0.0,0.0,62462405.97,0.0,0.0,2024,2,Ação Financeiro,2024,2
1102,5158,16020,2134,2547,3609743,3609743,3609743.0,1724008.79,922943.52,899085.72,0.0,0.0,3133724.04,0.0,0.0,2024,2,Ação Financeiro,2024,2
1103,5229,17012,2084,4007,41898960,41898960,127335783.3,63958280.94,53687825.29,53950833.09,0.0,0.0,84358747.79,0.0,0.0,2024,2,Ação Financeiro,2024,2
1104,4892,23030,1015,2234,30350486,30350486,30350486.0,19475799.38,10083823.48,10083881.37,0.0,0.0,30014556.54,0.0,0.0,2024,2,Ação Financeiro,2024,2
1105,5514,11011,0,16,12593970,12593970,12593970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1106,4809,18001,2153,2585,796610,796610,3838810.0,1457014.98,367171.3,367171.3,0.0,0.0,1979776.76,0.0,0.0,2024,2,Ação Financeiro,2024,2
1107,5431,11006,2000,4148,110000,110000,110000.0,11029.8,9479.21,9479.21,0.0,0.0,74645.53,0.0,0.0,2024,2,Ação Financeiro,2024,2
1108,4880,23001,1015,2096,300000,300000,355000.0,281950.0,119450.0,119450.0,0.0,0.0,281950.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1109,5419,23030,2006,4072,4527170,4527170,4600379.01,2480620.09,1202682.06,1158715.53,0.0,0.0,3371475.95,0.0,0.0,2024,2,Ação Financeiro,2024,2
1110,4714,11022,1015,2087,2295268,2295268,4095051.68,2119303.58,844806.32,843895.83,0.0,0.0,2265996.11,0.0,0.0,2024,2,Ação Financeiro,2024,2
1111,5336,32001,2143,2512,1000,1000,2088000.0,1956288.52,1750168.52,1604368.52,0.0,0.0,4048380.43,0.0,0.0,2024,2,Ação Financeiro,2024,2
1112,5153,15020,0,221,969960,969960,969960.0,546587.99,136048.3,136048.3,0.0,0.0,699752.7,0.0,0.0,2024,2,Ação Financeiro,2024,2
1113,5070,15004,2103,1276,900548,900548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1114,4987,23013,2115,2093,216406,216406,216406.0,109699.78,0.0,0.0,0.0,0.0,109699.78,0.0,0.0,2024,2,Ação Financeiro,2024,2
1115,4975,16001,2156,4036,108784814,108784814,118197059.65,91642576.84,39662766.01,40858867.84,0.0,0.0,97064680.96,0.0,0.0,2024,2,Ação Financeiro,2024,2
1116,5343,15017,2166,2237,12583000,12583000,34866592.97,4273119.18,407794.16,407794.16,0.0,0.0,1973897.09,0.0,0.0,2024,2,Ação Financeiro,2024,2
1117,5260,3011,0,236,150000,150000,190000.0,148824.48,53027.38,56915.08,0.0,0.0,163546.3,0.0,0.0,2024,2,Ação Financeiro,2024,2
1118,5248,15006,1015,4000,2000,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1119,5165,16001,2176,4100,3000000,3000000,3362887.04,364276.09,26729.13,26729.13,0.0,0.0,2311911.75,0.0,0.0,2024,2,Ação Financeiro,2024,2
1120,5082,14002,0,24,401873404,401873404,401873404.0,218623864.82,109275469.97,65509129.09,0.0,0.0,399793132.59,0.0,0.0,2024,2,Ação Financeiro,2024,2
1121,4899,23030,0,19,13000,13000,313000.0,214974.43,110977.45,110977.45,0.0,0.0,259255.24,0.0,0.0,2024,2,Ação Financeiro,2024,2
1122,4816,19025,1015,2091,1840728,1840728,1840728.0,849916.66,420437.5,420437.5,0.0,0.0,1270254.33,0.0,0.0,2024,2,Ação Financeiro,2024,2
1123,5438,31001,2160,4065,430500,430500,249717.0,131224.71,75091.45,75091.45,0.0,0.0,274455.71,0.0,0.0,2024,2,Ação Financeiro,2024,2
1124,4733,16020,1015,1490,4541631,4541631,4541631.0,2578528.76,1245594.11,1285230.0,0.0,0.0,3712375.29,0.0,0.0,2024,2,Ação Financeiro,2024,2
1125,5355,3011,1017,4081,5017000,5017000,4554024.0,3148336.75,920298.52,919750.78,0.0,0.0,2915334.23,0.0,0.0,2024,2,Ação Financeiro,2024,2
1126,5272,11025,1015,2935,8980000,8980000,11845000.0,10728612.68,3534227.26,3013824.07,0.0,0.0,9482016.68,0.0,0.0,2024,2,Ação Financeiro,2024,2
1127,4721,11009,2128,2557,700000,700000,1190000.0,510000.0,176898.42,176898.42,0.0,0.0,389662.62,0.0,0.0,2024,2,Ação Financeiro,2024,2
1128,5089,23012,2169,4083,270000,270000,270000.0,16807.8,12935.6,12935.6,0.0,0.0,141137.04,0.0,0.0,2024,2,Ação Financeiro,2024,2
1129,5006,23001,2162,2296,1282768,1282768,1282768.0,166679.4,0.0,0.0,0.0,0.0,155055.27,0.0,0.0,2024,2,Ação Financeiro,2024,2
1130,5545,11003,2085,4160,0,0,1250000.0,45292.88,40111.2,40111.2,0.0,0.0,40111.2,0.0,0.0,2024,2,Ação Financeiro,2024,2
1131,4994,16001,2158,4044,72741193,72741193,84317321.32,13264712.63,8548427.73,8548427.73,0.0,0.0,22363728.26,0.0,0.0,2024,2,Ação Financeiro,2024,2
1132,4911,23002,1015,2087,60000,60000,60000.0,12492.3,12492.3,12492.3,0.0,0.0,40794.3,0.0,0.0,2024,2,Ação Financeiro,2024,2
1133,4828,18001,2154,2599,625657,625657,319422.0,5839.6,5839.6,5839.6,0.0,0.0,5839.6,0.0,0.0,2024,2,Ação Financeiro,2024,2
1134,5267,17012,2034,4004,175340958,175340958,361264818.01,245061601.95,109798580.64,109428123.45,0.0,0.0,290626229.76,0.0,0.0,2024,2,Ação Financeiro,2024,2
1135,5184,15020,2170,4088,1500000,1500000,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1136,5101,19011,2005,1091,190228,190228,190228.0,71140.0,13884.0,13884.0,0.0,0.0,109934.89,0.0,0.0,2024,2,Ação Financeiro,2024,2
1137,5172,15020,2002,2271,5700000,5700000,6600000.0,4957891.53,1295753.36,1110754.08,0.0,0.0,5450976.01,0.0,0.0,2024,2,Ação Financeiro,2024,2
1138,4989,16001,2157,4042,136203825,136203825,147260226.48,134516728.56,65701189.29,65033950.73,0.0,0.0,135373989.47,0.0,0.0,2024,2,Ação Financeiro,2024,2
1139,4906,17012,2069,2764,5143171,5143171,5253171.0,2625613.22,1312806.61,1312806.61,0.0,0.0,2625613.22,0.0,0.0,2024,2,Ação Financeiro,2024,2
1140,4894,14025,0,130,4576000,4576000,4576000.0,1073999.0,251983.93,251983.93,0.0,0.0,709545.83,0.0,0.0,2024,2,Ação Financeiro,2024,2
1141,4811,11033,2086,2086,3537159,3537159,4583209.0,2038400.0,1413459.42,1355426.22,0.0,0.0,3449790.14,0.0,0.0,2024,2,Ação Financeiro,2024,2
1142,5516,14001,1015,4103,78200,78200,78200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1143,5433,11013,2000,4144,8700000,8700000,8700000.0,2989035.77,1440144.83,1348282.97,0.0,0.0,3258998.74,0.0,0.0,2024,2,Ação Financeiro,2024,2
1144,5096,11007,2074,1000,12000,12000,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1145,5167,16001,2176,4101,4800000,4800000,4701266.47,908701.82,908701.82,908701.82,0.0,0.0,908701.82,0.0,0.0,2024,2,Ação Financeiro,2024,2
1146,5084,19014,0,9999,1858000,1858000,1858000.0,1008.2,1008.2,1008.2,0.0,0.0,10094.68,0.0,0.0,2024,2,Ação Financeiro,2024,2
1147,5001,16001,2158,4049,26844570,26844570,29281454.95,13714932.01,6030831.98,6168362.35,0.0,0.0,22293990.75,0.0,0.0,2024,2,Ação Financeiro,2024,2
1148,5072,19017,2004,1087,7732317,7732317,8905548.7,1711334.39,1588439.55,1432761.13,0.0,0.0,1790870.5,0.0,0.0,2024,2,Ação Financeiro,2024,2
1149,4735,14002,0,18,653952003,653952003,561417771.78,380204504.96,181213266.84,181213266.84,0.0,0.0,561417771.8,0.0,0.0,2024,2,Ação Financeiro,2024,2
1150,5440,15006,2166,1381,1000,1000,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1151,5274,14011,2106,4115,54619582,54619582,70717803.14,56144745.68,46704533.38,46792315.87,0.0,0.0,61847803.9,0.0,0.0,2024,2,Ação Financeiro,2024,2
1152,4723,11009,2041,2497,550000,550000,680000.0,680000.0,680000.0,680000.0,0.0,0.0,1125000.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1153,5262,15005,1015,4123,593290,593290,593290.0,21118.0,21118.0,21118.0,0.0,0.0,21118.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1154,5179,19001,2003,2489,50000,50000,50000.0,8655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1155,5547,32001,2094,1008,0,0,241994.0,179994.0,178934.0,178934.0,0.0,0.0,463934.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1156,4996,16001,2158,4046,2466041,2466041,1266285.02,149371.34,122611.84,124282.84,0.0,0.0,449948.4,0.0,0.0,2024,2,Ação Financeiro,2024,2
1157,5464,23001,1015,4103,359520,359520,402240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1158,4913,15003,1015,2087,7905920,7905920,16929920.0,9883094.08,5536773.35,5761592.36,0.0,0.0,13703413.45,0.0,0.0,2024,2,Ação Financeiro,2024,2
1159,4830,18001,2153,2587,196100,196100,96100.0,6408.0,6408.0,6408.0,0.0,0.0,11080.5,0.0,0.0,2024,2,Ação Financeiro,2024,2
1160,5452,16031,2090,2247,39000,39000,39000.0,23600.0,17600.0,17600.0,0.0,0.0,19696.76,0.0,0.0,2024,2,Ação Financeiro,2024,2
1161,4747,19023,2096,4091,5274027,5274027,5274027.0,2972273.34,2085696.11,2085696.11,0.0,0.0,4414435.22,0.0,0.0,2024,2,Ação Financeiro,2024,2
1162,5369,3011,1018,4138,1788000,1788000,958755.0,765338.87,275139.7,256380.74,0.0,0.0,889648.04,0.0,0.0,2024,2,Ação Financeiro,2024,2
1163,4818,19025,1015,2234,21724740,21724740,20824740.0,11226030.46,6031394.08,6031394.08,0.0,0.0,17405218.1,0.0,0.0,2024,2,Ação Financeiro,2024,2
1164,5186,15020,2171,1634,2000000,2000000,1650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1165,5103,30001,1007,1520,1139188,1139188,909188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1166,5020,16001,2158,4052,21488718,21488718,21568718.0,13269227.4,6916865.76,6916865.76,0.0,0.0,21523692.82,0.0,0.0,2024,2,Ação Financeiro,2024,2
1167,5091,23016,2116,2267,131272,131272,131272.0,21000.0,8136.65,8136.65,0.0,0.0,63652.84,0.0,0.0,2024,2,Ação Financeiro,2024,2
1168,5008,23001,2162,4067,3103232,3103232,3103232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1169,4742,14023,1000,2459,40000,40000,7756.25,7756.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1170,4659,2001,1019,2854,31783676,31783676,31783676.0,18176607.68,9783820.24,9663616.05,0.0,0.0,28008205.68,0.0,0.0,2024,2,Ação Financeiro,2024,2
1171,5281,11025,2106,1386,68358361,68358361,194666745.83,152410968.44,26677005.23,25415325.82,0.0,0.0,118152353.83,0.0,0.0,2024,2,Ação Financeiro,2024,2
1172,5198,31010,2161,4070,63000,63000,63000.0,0.0,0.0,0.0,0.0,0.0,1068400.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1173,5115,30011,1009,2532,3010603,3010603,4970243.18,58133.96,298.92,298.92,0.0,0.0,59658.97,0.0,0.0,2024,2,Ação Financeiro,2024,2
1174,4932,15001,1015,2411,63878597,63878597,51915132.55,33932031.93,18177398.2,18184882.4,0.0,0.0,52674712.95,0.0,0.0,2024,2,Ação Financeiro,2024,2
1175,4849,11008,1015,2087,1031066,1031066,1461878.14,555242.89,279994.95,275853.81,0.0,0.0,666789.66,0.0,0.0,2024,2,Ação Financeiro,2024,2
1176,5554,32001,2093,1051,0,0,1901000.0,1132774.28,986924.43,1005150.99,0.0,0.0,1375826.38,0.0,0.0,2024,2,Ação Financeiro,2024,2
1177,5471,17012,1015,1449,300000,300000,2500000.0,899200.0,761940.0,761940.0,0.0,0.0,2255480.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1178,5388,3001,1012,2481,343510078,343510078,343510078.0,134275376.05,54656489.2,54656489.2,0.0,0.0,162393168.48,0.0,0.0,2024,2,Ação Financeiro,2024,2
1179,4837,18011,2098,2590,7040340,7040340,15367377.25,11040675.08,2552512.21,2751503.57,0.0,0.0,10132184.84,0.0,0.0,2024,2,Ação Financeiro,2024,2
1180,4754,13001,0,256,278751152,278751152,66472104.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1181,5459,11006,1015,2096,220000,220000,220000.0,210654.6,46177.76,46177.76,0.0,0.0,196885.8,0.0,0.0,2024,2,Ação Financeiro,2024,2
1182,5376,3011,1017,2478,8303000,8303000,9728359.38,9112729.75,4095218.55,3872159.77,0.0,0.0,9861181.16,0.0,0.0,2024,2,Ação Financeiro,2024,2
1183,4671,1001,2126,2409,30562400,30562400,31862400.0,30857918.07,10091828.47,10006371.36,0.0,0.0,27221867.59,0.0,0.0,2024,2,Ação Financeiro,2024,2
1184,5039,15004,1015,2087,8455847,8455847,10537725.9,8608062.68,4695213.6,4437797.01,0.0,0.0,12761460.67,0.0,0.0,2024,2,Ação Financeiro,2024,2
1185,5110,30001,2145,2529,18600,18600,37700.0,22902.0,22902.0,22902.0,0.0,0.0,30415.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1186,5027,16001,2158,4056,3066645,3066645,4236991.11,3009393.16,1476650.76,1476650.76,0.0,0.0,4700212.22,0.0,0.0,2024,2,Ação Financeiro,2024,2
1187,4944,15001,2166,2154,58344631,58344631,79580493.4,50152410.16,22175634.69,21088070.4,0.0,0.0,55218968.76,0.0,0.0,2024,2,Ação Financeiro,2024,2
1188,5483,18001,1015,4103,332300,332300,368300.0,36000.0,0.0,0.0,0.0,0.0,36000.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1189,5383,3001,1012,2482,783781619,783781619,783781619.0,645803835.58,235107589.96,234224493.25,0.0,0.0,745518838.99,0.0,0.0,2024,2,Ação Financeiro,2024,2
1190,5300,32013,2093,4023,2824032,2824032,28939518.68,412232.29,0.0,290521.69,0.0,0.0,8257201.69,0.0,0.0,2024,2,Ação Financeiro,2024,2
1191,4666,1001,1006,2405,22542271,22542271,22542271.0,19289811.47,3073756.47,2953148.9,0.0,0.0,19273725.8,0.0,0.0,2024,2,Ação Financeiro,2024,2
1192,5134,17033,2109,4092,1000,1000,1168781.43,225305.37,161157.97,135271.47,0.0,0.0,814959.4,0.0,0.0,2024,2,Ação Financeiro,2024,2
1193,5205,15020,2174,2064,22800000,22800000,24300000.0,14616779.27,5196526.93,2984107.22,0.0,0.0,13503023.35,0.0,0.0,2024,2,Ação Financeiro,2024,2
1194,5122,15020,1015,2087,30448000,30448000,29948000.0,19082665.48,6311208.8,6248382.17,0.0,0.0,17015259.7,0.0,0.0,2024,2,Ação Financeiro,2024,2
1195,5407,3001,1012,1484,487000,487000,671000.0,420213.0,110518.51,108070.65,0.0,0.0,522474.57,0.0,0.0,2024,2,Ação Financeiro,2024,2
1196,4773,11004,1015,2234,2065991,2065991,2065991.0,1234567.13,670289.54,670888.43,0.0,0.0,2025781.66,0.0,0.0,2024,2,Ação Financeiro,2024,2
1197,5478,11033,1015,4103,60000,60000,60000.0,38240.0,15468.98,21021.33,0.0,0.0,52464.91,0.0,0.0,2024,2,Ação Financeiro,2024,2
1198,5395,3011,1013,2189,54492000,54492000,54492000.0,38899318.32,10085528.88,9434330.54,0.0,0.0,31361707.49,0.0,0.0,2024,2,Ação Financeiro,2024,2
1199,5312,14012,2139,1487,3750000,3750000,4750000.0,3658682.92,3553829.84,3576397.84,0.0,0.0,3699695.54,0.0,0.0,2024,2,Ação Financeiro,2024,2
1200,4761,11004,1015,2091,142800,142800,142800.0,80134.65,38242.0,38242.0,0.0,0.0,118851.64,0.0,0.0,2024,2,Ação Financeiro,2024,2
1201,5046,23002,1015,2234,3253073,3253073,3253073.0,450295.45,450295.45,372112.96,0.0,0.0,1313066.71,0.0,0.0,2024,2,Ação Financeiro,2024,2
1202,4963,15014,1015,2087,5217991,5217991,6626991.0,8329560.72,3008387.93,2886404.37,0.0,0.0,6546218.16,0.0,0.0,2024,2,Ação Financeiro,2024,2
1203,5034,16020,2134,2355,900000,900000,1916160.0,311770.81,69611.25,70227.93,0.0,0.0,583517.49,0.0,0.0,2024,2,Ação Financeiro,2024,2
1204,5502,16001,2158,4108,202520,202520,220562.73,142446.34,58354.52,58354.52,0.0,0.0,199279.4,0.0,0.0,2024,2,Ação Financeiro,2024,2
1205,4951,17012,1015,1490,85436978,85436978,279856978.0,178068541.65,91809489.34,91809489.34,0.0,0.0,277003025.71,0.0,0.0,2024,2,Ação Financeiro,2024,2
1206,4868,11006,2000,2009,180000,180000,2910000.0,795765.95,713416.71,717916.71,0.0,0.0,1590516.9,0.0,0.0,2024,2,Ação Financeiro,2024,2
1207,5236,15014,1015,2096,550000,550000,550000.0,487632.97,255469.0,97969.0,0.0,0.0,384536.3,0.0,0.0,2024,2,Ação Financeiro,2024,2
1208,4685,2001,1010,2973,20950000,20950000,20950000.0,16303405.85,7036114.03,6999464.7,0.0,0.0,11849984.14,0.0,0.0,2024,2,Ação Financeiro,2024,2
1209,5224,19001,2011,2485,190000,190000,49977353.1,22284529.63,13500260.13,12708483.13,0.0,0.0,42569328.42,0.0,0.0,2024,2,Ação Financeiro,2024,2
1210,5141,29012,1280,2002,2779980,2779980,17875963.61,5727284.56,1705783.61,1738941.75,0.0,0.0,5774361.39,0.0,0.0,2024,2,Ação Financeiro,2024,2
1211,5058,19014,2095,1196,9673362,9673362,9673362.0,2473152.25,850831.88,850831.88,0.0,0.0,1826810.46,0.0,0.0,2024,2,Ação Financeiro,2024,2
1212,5129,17033,1015,2091,187200,187200,187200.0,143226.28,73120.12,73120.12,0.0,0.0,214854.44,0.0,0.0,2024,2,Ação Financeiro,2024,2
1213,4792,17034,2023,2946,800000,800000,800000.0,495998.81,270057.81,276065.31,0.0,0.0,746929.26,0.0,0.0,2024,2,Ação Financeiro,2024,2
1214,4709,19023,0,112,130000,130000,380000.0,224010.89,177685.31,177685.31,0.0,0.0,343151.86,0.0,0.0,2024,2,Ação Financeiro,2024,2
1215,5331,3011,2065,1507,18521000,18521000,18521000.0,6284589.37,2228028.81,2150598.73,0.0,0.0,4738008.93,0.0,0.0,2024,2,Ação Financeiro,2024,2
1216,4780,11022,1015,2091,1992624,1992624,1572624.0,682429.56,344093.2,344093.2,0.0,0.0,1022523.07,0.0,0.0,2024,2,Ação Financeiro,2024,2
1217,4697,19025,1015,2087,3913445,3913445,4033250.78,1028972.49,481678.07,451807.15,0.0,0.0,1705444.5,0.0,0.0,2024,2,Ação Financeiro,2024,2
1218,5402,3011,1013,1627,5308000,5308000,3970830.0,510419.81,0.0,0.0,0.0,0.0,218044.43,0.0,0.0,2024,2,Ação Financeiro,2024,2
1219,5053,21001,2102,2950,500000,500000,500000.0,52530.45,17452.42,20399.58,0.0,0.0,51386.21,0.0,0.0,2024,2,Ação Financeiro,2024,2
1220,4970,16001,1015,4033,1040168,1040168,802652.7,124497.43,85484.9,85484.9,0.0,0.0,103517.93,0.0,0.0,2024,2,Ação Financeiro,2024,2
1221,4887,11026,1015,2234,3952846,3952846,3952846.0,2875444.53,1501466.75,1523011.86,0.0,0.0,4325366.33,0.0,0.0,2024,2,Ação Financeiro,2024,2
1222,5509,17012,2034,2442,11899435,11899435,11899435.0,80695.63,0.0,0.0,0.0,0.0,80695.62,0.0,0.0,2024,2,Ação Financeiro,2024,2
1223,5426,3001,1014,4078,14568000,14568000,14568000.0,13285238.29,4233443.31,3759309.18,0.0,0.0,12203568.23,0.0,0.0,2024,2,Ação Financeiro,2024,2
1224,5160,15020,1015,2091,60337996,60337996,67337996.0,52357363.02,17692279.98,17692279.98,0.0,0.0,54600654.64,0.0,0.0,2024,2,Ação Financeiro,2024,2
1225,5077,23012,2168,4082,242000,242000,242000.0,80000.0,56114.5,56114.5,0.0,0.0,105554.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1226,5148,29001,1280,2976,19779850,19779850,19779850.0,6921990.58,2596544.35,2517735.63,0.0,0.0,6272197.97,0.0,0.0,2024,2,Ação Financeiro,2024,2
1227,5065,13006,1015,2234,18975484,18975484,18561484.0,13210083.1,6725509.78,6728001.57,0.0,0.0,20351807.48,0.0,0.0,2024,2,Ação Financeiro,2024,2
1228,4982,23012,2168,2074,780458,780458,780458.0,195430.18,113998.64,108766.58,0.0,0.0,256040.74,0.0,0.0,2024,2,Ação Financeiro,2024,2
1229,4799,17032,1015,2096,1153415,1153415,641323.0,63431.3,63431.3,24672.87,0.0,0.0,71308.8,0.0,0.0,2024,2,Ação Financeiro,2024,2
1230,4716,14002,0,130,159941129,159941129,160288851.53,81961636.21,39636534.7,39607557.83,0.0,0.0,122022948.54,0.0,0.0,2024,2,Ação Financeiro,2024,2
1231,5255,15005,2182,4120,254247,254247,254247.0,27060.0,23400.0,23400.0,0.0,0.0,27060.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1232,4704,19023,1015,2096,1000000,1000000,550000.0,272862.5,184267.71,184267.71,0.0,0.0,379545.29,0.0,0.0,2024,2,Ação Financeiro,2024,2
1233,5143,29012,1280,2952,1817687,1817687,3097687.0,1067570.07,452980.27,443085.66,0.0,0.0,1193419.54,0.0,0.0,2024,2,Ação Financeiro,2024,2
1234,4977,16001,2156,1578,6742423,6742423,21303445.83,15690185.24,4089587.78,4089587.78,0.0,0.0,10668140.48,0.0,0.0,2024,2,Ação Financeiro,2024,2
1235,5048,21001,2102,1001,5744300,5744300,5869300.0,5550884.31,2143770.72,2326667.24,0.0,0.0,4531983.09,0.0,0.0,2024,2,Ação Financeiro,2024,2
1236,4965,15014,2103,1275,7820000,7820000,7820000.0,6106654.91,1316962.96,1316962.96,0.0,0.0,5710455.87,0.0,0.0,2024,2,Ação Financeiro,2024,2
1237,5333,32001,1015,2087,2712071,2712071,2838071.0,2498605.48,1369654.03,1432555.55,0.0,0.0,2945872.39,0.0,0.0,2024,2,Ação Financeiro,2024,2
1238,5250,13001,2178,4111,1001606,1001606,1001606.0,130723.4,10467.6,10467.6,0.0,0.0,130723.4,0.0,0.0,2024,2,Ação Financeiro,2024,2
1239,4699,19023,2096,2631,3465000,3465000,2090000.0,1373732.75,759100.75,799257.5,0.0,0.0,2058902.67,0.0,0.0,2024,2,Ação Financeiro,2024,2
1240,5321,11023,2177,1636,1800,1800,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1241,5238,17012,2084,1118,58492,58492,410938.08,256066.08,375.0,375.0,0.0,0.0,94430.8,0.0,0.0,2024,2,Ação Financeiro,2024,2
1242,5155,11008,1015,2096,45500,45500,88300.0,79439.0,20790.0,20790.0,0.0,0.0,80989.0,0.0,0.0,2024,2,Ação Financeiro,2024,2
1243,4889,14025,1019,2030,1237019141,1237019141,1237019141.0,633179777.51,337753260.15,337753260.15,0.0,0.0,974745413.04,0.0,0.0,2024,2,Ação Financeiro,2024,2
